question,expanded_correct_options,expanded_incorrect_options
Where could there be a cloud?,"['atmosphere', 'cloud chamber experiment', 'high-altitude flight path', 'moisture-laden air mass', 'tropical cyclone formation', 'weather balloon ascent']","['air', 'night or day', 'weather report', 'above rain', 'local temperature fluctuation', 'clear sky observation', 'sunny day forecast', 'ground-level humidity measurement', 'urban heat island effect', 'seasonal climate change']"
Sarah was cooling off too quickly after exercising hard.   She started doing what?,"['shivering', 'wrapping herself in a blanket', 'drinking warm fluids', 'performing gentle stretches', 'taking a warm shower', 'sitting in a heated room']","['relaxation', 'sweating', 'palpitate', 'chills', 'drinking cold water', 'engaging in high-intensity exercise', 'applying ice packs', 'using a fan to cool down', 'taking a cold shower', 'sitting outside in the wind']"
Where would you find a horse in the desert?,"['american southwest', 'desert ranching operation', 'guided horseback tour through arid terrain', 'native wildlife reserve in desert ecosystem', 'sustainable grazing land near desert springs', 'desert equestrian training facility']","['canada', 'state fair', 'central park', 'texas', 'urban horse stable in a city', 'tropical rainforest region', 'snow-covered mountain range', 'coastal beach resort', 'indoor horse arena', 'winter horse racing track']"
Fencing is a sport and like other sports there is a risk of what?,"['injury', 'new correct option 1: improper technique leading to strain', 'new correct option 2: equipment malfunction causing accidents', 'new correct option 3: lack of proper warm-up resulting in muscle tears', 'new correct option 4: inadequate supervision increasing risk of collisions']","['pain', 'small cuts', 'competition', 'puncture wound', 'plausible wrong option: fatigue from prolonged matches leading to decreased focus', 'contextual wrong option: improper hydration causing cramping during bouts', 'mechanism failure option: wearing protective gear preventing all injuries', 'obvious wrong option: falling off the fencing strip causing injury', 'plausible wrong option: miscommunication during team events leading to confusion', 'contextual wrong option: using outdated techniques deemed safe in past competitions']"
"His wife began to worry when he was setting cup on table, she saw what shaking?","['hands', 'trembling fingers', 'unstable grip', 'nervous movements', 'unsteady posture', 'shaky coordination']","['the table', 'breaking', 'coaster', 'skill', 'excessive force', 'incorrect angle', 'unbalanced load', 'inconsistent pressure', 'misaligned placement', 'overly cautious approach']"
"The coupon frenzied lady bought many bags of chips, she had her kids stuff the bags on the shelves in the what?","['pantry', 'cupboard', 'storage closet', 'kitchen counter', 'food pantry', 'snack station']","['house', 'bar', 'supermarket', 'motherboard', 'refrigerator', 'garden shed', 'living room', 'office space', 'dining table', 'attic']"
Why was the baby crying?,"['hurt', 'overstimulated', 'hungry and needed feeding', 'tired and needed sleep', 'uncomfortable in clothing', 'bored and seeking attention']","['too many moms', 'acting', 'got injured', 'distraught', 'unfamiliar sounds caused confusion', 'in a crowded place with loud noises', 'had a wet diaper but ignored it', 'was playing but suddenly stopped', 'in a warm room but felt cold', 'was fed recently but still upset']"
What is someone likely to feel after reaching a tentative agreement?,"['satisfaction', 'relief from tension', 'optimism about collaboration', 'a sense of accomplishment', 'increased trust in counterparts', 'motivation to finalize details']","['uncertainty', 'finished', 'disappointment from lack of clarity', 'frustration over compromises', 'anxiety about future negotiations', 'indifference towards outcomes', 'confusion regarding terms', 'doubt about agreement stability', 'stress from unresolved issues', 'exhaustion from lengthy discussions']"
James loved to play violin.  He did it in his spare time because he found it what?,"['relaxing', 'newly discovered', 'emotionally expressive', 'a creative outlet', 'therapeutically beneficial', 'a meditative practice']","['practise', 'romantic', 'take lessons', 'tune', 'emotionally draining', 'a competitive pursuit', 'a social obligation', 'technically challenging', 'a historical tradition', 'a financial investment']"
Where is a lake likely to be warm but untouched?,"['countryside', 'wetlands with minimal human activity', 'shallow coastal estuaries in summer', 'remote valleys shielded from wind', 'natural springs in isolated areas', 'forested regions with limited access']","['mountains', 'new york', 'the surface', 'michigan', 'urban parks with heavy foot traffic', 'industrial zones with water runoff', 'frozen tundra regions during winter', 'coastal cities with high pollution', 'deserts with scarce water sources', 'high-altitude lakes exposed to cold winds']"
When a pillowcase is on a pillow where will it be?,"['bedroom', 'newly made bed', 'on bedding set during sleep', 'on a decorative pillow stack', 'in a pillow storage area after use', 'on a pillow during a movie night']","['linen cupboard', 'allen key', 'linen closet', 'coverning pillow', 'on the floor after being tossed', 'inside a laundry basket with clothes', 'on a shelf with unused linens', 'in a suitcase for travel', 'underneath a pile of blankets', 'on a chair in the dining room']"
"John was living in a big city.  It had many roads and a lot of traffic.  He liked it, but didn't appreciate the smell.  He thought that there was too much what?","['pollution', 'exhaust from vehicles', 'industrial waste in air', 'smoke from nearby factories', 'fumes from construction activities', 'odors from waste treatment plants']","['have experiences', 'happiness', 'garbage', 'death', 'excessive greenery in streets', 'lack of public transport options', 'noise from city nightlife', 'limited parking spaces', 'overpopulation in parks', 'high property values']"
Where is an aisle likely to be surrounded by pews?,"['church', 'sanctuary', 'a religious assembly area designed for worship', 'a venue hosting a ceremonial gathering for faith rituals', 'a space allocated for congregational seating during services', 'a hall arranged for communal prayer and reflection']","['drugstore', 'supermarket', 'department store', 'a venue designed for theatrical performances', 'a community center hosting various events', 'a school auditorium used for lectures', 'a sports arena with spectator seating', 'a conference room set up for discussions', 'a restaurant with booths along the walls', 'a library with study areas and shelves']"
What liquid can be kept in a large container?,"['juice', 'milk', 'syrup prepared for bottling', 'water stored for emergency use', 'oil collected from cooking processes', 'beverage made for large gatherings']","['door', 'shed', 'supermarket', 'cabinet', 'vinegar used solely for cleaning', 'coffee brewed for immediate consumption', 'paint mixed for art projects', 'gasoline stored in small cans', 'soda consumed directly from cans', 'wine served in glasses']"
